,city,page_link,sleeps,area_sqm,bedrooms,bathroom,price,currency
2056,https://www.waytostay.com/rome-apartments/,https://www.waytostay.com/rome-apartments/colosseo-basic-1741/,2,40,1,1,40,€
2057,https://www.waytostay.com/rome-apartments/,https://www.waytostay.com/rome-apartments/trastevere-design-13996/,8,90,3,2,35,€
2058,https://www.waytostay.com/rome-apartments/,https://www.waytostay.com/rome-apartments/casa-laide-4047/,2,25,studio,1,31,€
2059,https://www.waytostay.com/rome-apartments/,https://www.waytostay.com/rome-apartments/sannio-terrace-white-8482/,4,50,1,1,29,€
2060,https://www.waytostay.com/rome-apartments/,https://www.waytostay.com/rome-apartments/fori-place-10373/,6,95,2,2,26,€
2061,https://www.waytostay.com/rome-apartments/,https://www.waytostay.com/rome-apartments/palatino-terrace-9460/,4,50,1,1,49,€
2062,https://www.waytostay.com/rome-apartments/,https://www.waytostay.com/rome-apartments/mura-aureliane-10714/,2,35,1,1,41,€
2063,https://www.waytostay.com/rome-apartments/,https://www.waytostay.com/rome-apartments/caverni-10843/,4,75,1,1,32,€
2064,https://www.waytostay.com/rome-apartments/,https://www.waytostay.com/rome-apartments/del-basilico-4a--19797/,5,120,2,2,110,€
2065,https://www.waytostay.com/rome-apartments/,https://www.waytostay.com/rome-apartments/andrea-doria-22338/,5,80,2,1,19,€
2066,https://www.waytostay.com/rome-apartments/,https://www.waytostay.com/rome-apartments/belvedere-monteverde-2314/,7,190,3,2,34,€
2067,https://www.waytostay.com/rome-apartments/,https://www.waytostay.com/rome-apartments/rialto-3354/,4,50,1,1,27,€
2068,https://www.waytostay.com/rome-apartments/,https://www.waytostay.com/rome-apartments/casa-gilda-3877/,5,95,2,2,29,€
2069,https://www.waytostay.com/rome-apartments/,https://www.waytostay.com/rome-apartments/trevi-fountain-12281/,6,75,2,2,48,€
2070,https://www.waytostay.com/rome-apartments/,https://www.waytostay.com/rome-apartments/internocinque--18427/,4,50,1,1,19,€
2071,https://www.waytostay.com/rome-apartments/,https://www.waytostay.com/rome-apartments/chiavari--19744/,5,70,2,2,56,€
2072,https://www.waytostay.com/rome-apartments/,https://www.waytostay.com/rome-apartments/terrace-suite-elena-20904/,8,100,2,2,18,€
2073,https://www.waytostay.com/rome-apartments/,https://www.waytostay.com/rome-apartments/de-fiori-vintage-1697/,8,80,2,1,37,€
2074,https://www.waytostay.com/rome-apartments/,https://www.waytostay.com/rome-apartments/navona-savelli-house-11281/,5,120,1,1,40,€
2075,https://www.waytostay.com/rome-apartments/,https://www.waytostay.com/rome-apartments/julia-domus-angels-16127/,4,50,1,1,20,€
2076,https://www.waytostay.com/rome-apartments/,https://www.waytostay.com/rome-apartments/vantaggio-19778/,4,85,2,1,27,€
2077,https://www.waytostay.com/rome-apartments/,https://www.waytostay.com/rome-apartments/eligio-fiori-11163/,3,34,studio,1,66,€
2078,https://www.waytostay.com/rome-apartments/,https://www.waytostay.com/rome-apartments/dorotea-trastevere-12279/,5,80,1,1,31,€
2079,https://www.waytostay.com/rome-apartments/,https://www.waytostay.com/rome-apartments/via-del-corso-14485/,7,130,2,2,50,€
2080,https://www.waytostay.com/rome-apartments/,https://www.waytostay.com/rome-apartments/rome-yourself-15172/,6,70,2,1,26,€
2081,https://www.waytostay.com/rome-apartments/,https://www.waytostay.com/rome-apartments/imperia-terrazza-gialla-16390/,3,45,1,1,31,€
2082,https://www.waytostay.com/rome-apartments/,https://www.waytostay.com/rome-apartments/sweet-campo-de-fiori--16573/,4,75,1,1,47,€
2083,https://www.waytostay.com/rome-apartments/,https://www.waytostay.com/rome-apartments/popolo-villa-borghese-18514/,8,150,3,2,46,€
2084,https://www.waytostay.com/rome-apartments/,https://www.waytostay.com/rome-apartments/arco-della-ciambella-studio-1604-22325/,4,51,studio,1,20,€
2085,https://www.waytostay.com/rome-apartments/,https://www.waytostay.com/rome-apartments/san-pietro-terrazza-2464/,4,70,1,1,43,€
2086,https://www.waytostay.com/rome-apartments/,https://www.waytostay.com/rome-apartments/navona-blue-4839/,6,90,2,1,57,€
2087,https://www.waytostay.com/rome-apartments/,https://www.waytostay.com/rome-apartments/saint-peter-terrace-6578/,4,50,1,1,41,€
2088,https://www.waytostay.com/rome-apartments/,https://www.waytostay.com/rome-apartments/coppelle-7659/,4,45,studio,1,38,€
2089,https://www.waytostay.com/rome-apartments/,https://www.waytostay.com/rome-apartments/trastevere-terrace-c5-8950/,2,40,1,1,33,€
2090,https://www.waytostay.com/rome-apartments/,https://www.waytostay.com/rome-apartments/romantic-vatican-9588/,3,40,1,1,32,€
2091,https://www.waytostay.com/rome-apartments/,https://www.waytostay.com/rome-apartments/superior-vatican-9594/,4,50,1,1,32,€
2092,https://www.waytostay.com/rome-apartments/,https://www.waytostay.com/rome-apartments/vatican-longhi-9740/,4,65,1,1,30,€
2093,https://www.waytostay.com/rome-apartments/,https://www.waytostay.com/rome-apartments/crescenzio-10091/,4,65,2,2,46,€
2094,https://www.waytostay.com/rome-apartments/,https://www.waytostay.com/rome-apartments/cimarra-comfort--10322/,4,45,1,1,43,€
2095,https://www.waytostay.com/rome-apartments/,https://www.waytostay.com/rome-apartments/domus-bernardini-b-10459/,4,50,1,1,26,€
2096,https://www.waytostay.com/rome-apartments/,https://www.waytostay.com/rome-apartments/trastevere-rainbow-penthouse-10692/,6,90,1,1,30,€
2097,https://www.waytostay.com/rome-apartments/,https://www.waytostay.com/rome-apartments/latin-10699/,5,95,2,1,33,€
2098,https://www.waytostay.com/rome-apartments/,https://www.waytostay.com/rome-apartments/campanella-i-10876/,5,80,2,1,30,€
2099,https://www.waytostay.com/rome-apartments/,https://www.waytostay.com/rome-apartments/re-di-roma-house-12323/,5,70,1,1,28,€
2100,https://www.waytostay.com/rome-apartments/,https://www.waytostay.com/rome-apartments/la-casa-della-divina-12632/,4,50,1,1,34,€
2101,https://www.waytostay.com/rome-apartments/,https://www.waytostay.com/rome-apartments/pantheon-white-12961/,5,60,1,1,29,€
2102,https://www.waytostay.com/rome-apartments/,https://www.waytostay.com/rome-apartments/hip-design-loft-13724/,4,50,1,1,34,€
2103,https://www.waytostay.com/rome-apartments/,https://www.waytostay.com/rome-apartments/monti-design-13989/,6,70,2,2,45,€
2104,https://www.waytostay.com/rome-apartments/,https://www.waytostay.com/rome-apartments/monti-small-design-13995/,4,40,1,1,37,€
2105,https://www.waytostay.com/rome-apartments/,https://www.waytostay.com/rome-apartments/remo-borgo-pio-14048/,2,30,1,1,80,€
2106,https://www.waytostay.com/rome-apartments/,https://www.waytostay.com/rome-apartments/romolo-borgo-pio-14140/,4,50,2,1,65,€
2107,https://www.waytostay.com/rome-apartments/,https://www.waytostay.com/rome-apartments/navona-banchi-loft-ii-14501/,4,60,1,1,34,€
2108,https://www.waytostay.com/rome-apartments/,https://www.waytostay.com/rome-apartments/navona-toniolo-place-14603/,4,60,1,1,33,€
2109,https://www.waytostay.com/rome-apartments/,https://www.waytostay.com/rome-apartments/visconti-suite-14713/,9,150,2,3,37,€
2110,https://www.waytostay.com/rome-apartments/,https://www.waytostay.com/rome-apartments/trastevere-lovely-house-14832/,5,60,1,1,35,€
2111,https://www.waytostay.com/rome-apartments/,https://www.waytostay.com/rome-apartments/casa-verde-trastevere-14920/,3,65,1,1,49,€
2112,https://www.waytostay.com/rome-apartments/,https://www.waytostay.com/rome-apartments/mariposa-navona-14921/,4,75,1,1,41,€
2113,https://www.waytostay.com/rome-apartments/,https://www.waytostay.com/rome-apartments/trastevere-joy-15043/,4,60,1,1,36,€
2114,https://www.waytostay.com/rome-apartments/,https://www.waytostay.com/rome-apartments/san-pietro-home-15143/,4,70,1,1,44,€
2115,https://www.waytostay.com/rome-apartments/,https://www.waytostay.com/rome-apartments/colosseo-home-15164/,4,60,1,1,50,€
2116,https://www.waytostay.com/rome-apartments/,https://www.waytostay.com/rome-apartments/vatican-museum-15521/,6,100,2,2,38,€
2117,https://www.waytostay.com/rome-apartments/,https://www.waytostay.com/rome-apartments/colosseum-view-suite-15651/,2,45,1,2,64,€
2118,https://www.waytostay.com/rome-apartments/,https://www.waytostay.com/rome-apartments/babuino-steps-15659/,8,180,4,2,55,€
2119,https://www.waytostay.com/rome-apartments/,https://www.waytostay.com/rome-apartments/attico-sannio-15661/,4,48,1,1,20,€
2120,https://www.waytostay.com/rome-apartments/,https://www.waytostay.com/rome-apartments/saint-peter-square--16005/,5,55,1,2,23,€
2121,https://www.waytostay.com/rome-apartments/,https://www.waytostay.com/rome-apartments/-navona-penthouse-terrace-16020/,4,45,1,1,39,€
2122,https://www.waytostay.com/rome-apartments/,https://www.waytostay.com/rome-apartments/pontifex-maximus-16069/,6,110,2,1,31,€
2123,https://www.waytostay.com/rome-apartments/,https://www.waytostay.com/rome-apartments/blue-butterfly-suite-16070/,3,40,studio,1,42,€
2124,https://www.waytostay.com/rome-apartments/,https://www.waytostay.com/rome-apartments/navona-banchi-lux-16141/,8,120,2,2,30,€
2125,https://www.waytostay.com/rome-apartments/,https://www.waytostay.com/rome-apartments/eli-house-vatican-16385/,4,50,1,1,30,€
2126,https://www.waytostay.com/rome-apartments/,https://www.waytostay.com/rome-apartments/vatican-bike-16388/,2,50,1,1,38,€
2127,https://www.waytostay.com/rome-apartments/,https://www.waytostay.com/rome-apartments/candia-16902/,4,70,1,1,32,€
2128,https://www.waytostay.com/rome-apartments/,https://www.waytostay.com/rome-apartments/la-maison-17113/,8,120,3,2,27,€
2129,https://www.waytostay.com/rome-apartments/,https://www.waytostay.com/rome-apartments/sallustio-via-veneto-17174/,5,100,2,1,5,€
2130,https://www.waytostay.com/rome-apartments/,https://www.waytostay.com/rome-apartments/rome-unique-vatican-museums-17471/,8,120,3,1,34,€
2131,https://www.waytostay.com/rome-apartments/,https://www.waytostay.com/rome-apartments/urbano-8-17563/,4,60,1,1,63,€
2132,https://www.waytostay.com/rome-apartments/,https://www.waytostay.com/rome-apartments/margutta-17564/,4,70,studio,1,110,€
2133,https://www.waytostay.com/rome-apartments/,https://www.waytostay.com/rome-apartments/vetrina-17567/,8,300,4,4,55,€
2134,https://www.waytostay.com/rome-apartments/,https://www.waytostay.com/rome-apartments/urbano-7-17569/,2,50,1,2,94,€
2135,https://www.waytostay.com/rome-apartments/,https://www.waytostay.com/rome-apartments/panico-17574/,2,40,1,1,32,€
2136,https://www.waytostay.com/rome-apartments/,https://www.waytostay.com/rome-apartments/chiavari-17577/,2,60,1,1,38,€
2137,https://www.waytostay.com/rome-apartments/,https://www.waytostay.com/rome-apartments/baccina-monti-17578/,2,50,1,1,32,€
2138,https://www.waytostay.com/rome-apartments/,https://www.waytostay.com/rome-apartments/gabi-san-giovanni-17580/,6,130,2,2,17,€
2139,https://www.waytostay.com/rome-apartments/,https://www.waytostay.com/rome-apartments/urbano-5--17582/,4,80,2,2,60,€
2140,https://www.waytostay.com/rome-apartments/,https://www.waytostay.com/rome-apartments/casa-di-gi-17608/,5,140,3,2,46,€
2141,https://www.waytostay.com/rome-apartments/,https://www.waytostay.com/rome-apartments/san-giovanni-nice-17618/,3,35,1,1,30,€
2142,https://www.waytostay.com/rome-apartments/,https://www.waytostay.com/rome-apartments/navona-unique-17973/,10,170,3,1,64,€
2143,https://www.waytostay.com/rome-apartments/,https://www.waytostay.com/rome-apartments/trastevere-attic-18173/,4,50,1,1,43,€
2144,https://www.waytostay.com/rome-apartments/,https://www.waytostay.com/rome-apartments/trinita-dei-monti-18176/,2,45,studio,1,71,€
2145,https://www.waytostay.com/rome-apartments/,https://www.waytostay.com/rome-apartments/rome-unique-monti-colosseum-18224/,4,45,1,1,33,€
2146,https://www.waytostay.com/rome-apartments/,https://www.waytostay.com/rome-apartments/milazzo-18622/,8,118,2,2,19,€
2147,https://www.waytostay.com/rome-apartments/,https://www.waytostay.com/rome-apartments/campo-de-fiori-18629/,4,53,1,1,30,€
2148,https://www.waytostay.com/rome-apartments/,https://www.waytostay.com/rome-apartments/livia-suite-18645/,4,65,1,1,263,€
2149,https://www.waytostay.com/rome-apartments/,https://www.waytostay.com/rome-apartments/elisa-18646/,7,110,2,2,150,€
2150,https://www.waytostay.com/rome-apartments/,https://www.waytostay.com/rome-apartments/flavia-18647/,6,110,2,1,175,€
2151,https://www.waytostay.com/rome-apartments/,https://www.waytostay.com/rome-apartments/giulia-18650/,6,115,2,2,175,€
2152,https://www.waytostay.com/rome-apartments/,https://www.waytostay.com/rome-apartments/coliseum-rome-1-18740/,4,55,1,1,30,€
2153,https://www.waytostay.com/rome-apartments/,https://www.waytostay.com/rome-apartments/coliseum-rome-2-18741/,6,75,2,1,33,€
2154,https://www.waytostay.com/rome-apartments/,https://www.waytostay.com/rome-apartments/vatican-rome-18742/,4,60,1,1,25,€
2155,https://www.waytostay.com/rome-apartments/,https://www.waytostay.com/rome-apartments/monteverde-18939/,6,100,1,1,15,€
2156,https://www.waytostay.com/rome-apartments/,https://www.waytostay.com/rome-apartments/trastevere-18940/,6,80,2,1,17,€
2157,https://www.waytostay.com/rome-apartments/,https://www.waytostay.com/rome-apartments/vicolo-de-renzi-studio-18941/,4,30,studio,1,31,€
2158,https://www.waytostay.com/rome-apartments/,https://www.waytostay.com/rome-apartments/renzi-studio-18943/,3,30,studio,1,41,€
2159,https://www.waytostay.com/rome-apartments/,https://www.waytostay.com/rome-apartments/banchi-studio-18945/,3,30,studio,1,45,€
2160,https://www.waytostay.com/rome-apartments/,https://www.waytostay.com/rome-apartments/elegant-studio-18946/,4,50,studio,1,37,€
2161,https://www.waytostay.com/rome-apartments/,https://www.waytostay.com/rome-apartments/studio-monte-giordano-18947/,2,30,studio,1,52,€
2162,https://www.waytostay.com/rome-apartments/,https://www.waytostay.com/rome-apartments/navona-heart-18948/,3,30,studio,1,41,€
2163,https://www.waytostay.com/rome-apartments/,https://www.waytostay.com/rome-apartments/colosseo-6-royal-19068/,6,57,2,2,17,€
2164,https://www.waytostay.com/rome-apartments/,https://www.waytostay.com/rome-apartments/del-basilico-1c-19597/,6,100,2,2,72,€
2165,https://www.waytostay.com/rome-apartments/,https://www.waytostay.com/rome-apartments/penna-19599/,3,40,1,1,41,€
2166,https://www.waytostay.com/rome-apartments/,https://www.waytostay.com/rome-apartments/della-vite-19600/,6,120,3,3,44,€
2167,https://www.waytostay.com/rome-apartments/,https://www.waytostay.com/rome-apartments/del-basilico-3b-19601/,3,55,1,1,126,€
2168,https://www.waytostay.com/rome-apartments/,https://www.waytostay.com/rome-apartments/del-basilico-1a-19602/,6,150,2,2,80,€
2169,https://www.waytostay.com/rome-apartments/,https://www.waytostay.com/rome-apartments/del-basilico-1b-19603/,3,55,1,1,126,€
2170,https://www.waytostay.com/rome-apartments/,https://www.waytostay.com/rome-apartments/del-basilico-2b-19604/,3,55,1,1,126,€
2171,https://www.waytostay.com/rome-apartments/,https://www.waytostay.com/rome-apartments/del-basilico-2a-19605/,6,155,2,2,80,€
2172,https://www.waytostay.com/rome-apartments/,https://www.waytostay.com/rome-apartments/del-basilico-3a--19606/,6,150,2,2,80,€
2173,https://www.waytostay.com/rome-apartments/,https://www.waytostay.com/rome-apartments/lavinio--19621/,4,55,2,2,53,€
2174,https://www.waytostay.com/rome-apartments/,https://www.waytostay.com/rome-apartments/cerveteri--19622/,8,150,4,3,32,€
2175,https://www.waytostay.com/rome-apartments/,https://www.waytostay.com/rome-apartments/degli-eroi--19623/,4,60,1,1,47,€
2176,https://www.waytostay.com/rome-apartments/,https://www.waytostay.com/rome-apartments/carlo-mirabello--19624/,6,90,2,2,34,€
2177,https://www.waytostay.com/rome-apartments/,https://www.waytostay.com/rome-apartments/trastevere-b--19625/,4,80,1,1,39,€
2178,https://www.waytostay.com/rome-apartments/,https://www.waytostay.com/rome-apartments/magnagrecia-19626/,6,120,2,1,36,€
2179,https://www.waytostay.com/rome-apartments/,https://www.waytostay.com/rome-apartments/largo-dellartide--19627/,2,40,1,1,74,€
2180,https://www.waytostay.com/rome-apartments/,https://www.waytostay.com/rome-apartments/borgo-pio-s-peter-19628/,3,36,1,1,42,€
2181,https://www.waytostay.com/rome-apartments/,https://www.waytostay.com/rome-apartments/alfredo-fusco--19630/,4,150,2,3,50,€
2182,https://www.waytostay.com/rome-apartments/,https://www.waytostay.com/rome-apartments/faleria--19631/,6,90,2,2,43,€
2183,https://www.waytostay.com/rome-apartments/,https://www.waytostay.com/rome-apartments/san-sebastianello-studio-19632/,2,30,studio,1,80,€
2184,https://www.waytostay.com/rome-apartments/,https://www.waytostay.com/rome-apartments/annia--19633/,3,55,1,1,72,€
2185,https://www.waytostay.com/rome-apartments/,https://www.waytostay.com/rome-apartments/sostene--19634/,3,70,2,1,49,€
2186,https://www.waytostay.com/rome-apartments/,https://www.waytostay.com/rome-apartments/vicolo-delle-grotte--19636/,4,55,1,1,52,€
2187,https://www.waytostay.com/rome-apartments/,https://www.waytostay.com/rome-apartments/carlo-alberto-racchia-19637/,4,100,2,2,49,€
2188,https://www.waytostay.com/rome-apartments/,https://www.waytostay.com/rome-apartments/fonte-dolio-studio-19638/,4,35,studio,1,40,€
2189,https://www.waytostay.com/rome-apartments/,https://www.waytostay.com/rome-apartments/san-sebastianello-c--19640/,2,50,studio,1,101,€
2190,https://www.waytostay.com/rome-apartments/,https://www.waytostay.com/rome-apartments/della-rotonda--19641/,4,55,1,1,44,€
2191,https://www.waytostay.com/rome-apartments/,https://www.waytostay.com/rome-apartments/san-sebastianello-a--19642/,6,100,2,1,67,€
2192,https://www.waytostay.com/rome-apartments/,https://www.waytostay.com/rome-apartments/sistina-19645/,4,45,1,1,44,€
2193,https://www.waytostay.com/rome-apartments/,https://www.waytostay.com/rome-apartments/cellini--19646/,4,60,1,1,75,€
2194,https://www.waytostay.com/rome-apartments/,https://www.waytostay.com/rome-apartments/via-del-corso--19648/,4,85,1,1,45,€
2195,https://www.waytostay.com/rome-apartments/,https://www.waytostay.com/rome-apartments/alessandria-19650/,4,55,1,1,38,€
2196,https://www.waytostay.com/rome-apartments/,https://www.waytostay.com/rome-apartments/vittoria--19651/,4,55,1,1,36,€
2197,https://www.waytostay.com/rome-apartments/,https://www.waytostay.com/rome-apartments/germanico--19652/,4,90,2,2,54,€
2198,https://www.waytostay.com/rome-apartments/,https://www.waytostay.com/rome-apartments/poliziano--19653/,4,85,2,1,51,€
2199,https://www.waytostay.com/rome-apartments/,https://www.waytostay.com/rome-apartments/benzoni-19654/,4,100,2,2,47,€
2200,https://www.waytostay.com/rome-apartments/,https://www.waytostay.com/rome-apartments/pompei-studio-19655/,2,30,studio,1,39,€
2201,https://www.waytostay.com/rome-apartments/,https://www.waytostay.com/rome-apartments/tritone--19656/,4,140,2,2,107,€
2202,https://www.waytostay.com/rome-apartments/,https://www.waytostay.com/rome-apartments/rodriguez-pereira-19657/,5,65,1,1,22,€
2203,https://www.waytostay.com/rome-apartments/,https://www.waytostay.com/rome-apartments/vicario--19658/,6,85,2,2,24,€
2204,https://www.waytostay.com/rome-apartments/,https://www.waytostay.com/rome-apartments/cerreto-di-spoleto-19659/,8,145,4,2,31,€
2205,https://www.waytostay.com/rome-apartments/,https://www.waytostay.com/rome-apartments/benzoni-3192-19683/,4,50,1,1,35,€
2206,https://www.waytostay.com/rome-apartments/,https://www.waytostay.com/rome-apartments/montebello--19687/,7,70,2,1,19,€
2207,https://www.waytostay.com/rome-apartments/,https://www.waytostay.com/rome-apartments/alibrandi--19689/,4,55,1,1,36,€
2208,https://www.waytostay.com/rome-apartments/,https://www.waytostay.com/rome-apartments/vicolo-del-bologna--19696/,4,45,studio,1,23,€
2209,https://www.waytostay.com/rome-apartments/,https://www.waytostay.com/rome-apartments/ettore-petrolini--19697/,6,120,2,2,50,€
2210,https://www.waytostay.com/rome-apartments/,https://www.waytostay.com/rome-apartments/banchi-nuovi--19699/,6,85,2,1,57,€
2211,https://www.waytostay.com/rome-apartments/,https://www.waytostay.com/rome-apartments/cartari--19703/,4,60,2,1,48,€
2212,https://www.waytostay.com/rome-apartments/,https://www.waytostay.com/rome-apartments/pullino-19704/,4,50,1,1,46,€
2213,https://www.waytostay.com/rome-apartments/,https://www.waytostay.com/rome-apartments/la-spezia--19705/,4,55,1,1,27,€
2214,https://www.waytostay.com/rome-apartments/,https://www.waytostay.com/rome-apartments/baldo-degli-ubaldi-19707/,4,70,1,1,36,€
2215,https://www.waytostay.com/rome-apartments/,https://www.waytostay.com/rome-apartments/campanella-di-vaticano-19708/,4,55,1,1,24,€
2216,https://www.waytostay.com/rome-apartments/,https://www.waytostay.com/rome-apartments/palermo--19709/,6,150,3,2,35,€
2217,https://www.waytostay.com/rome-apartments/,https://www.waytostay.com/rome-apartments/antonio-coppi--19710/,5,90,2,1,31,€
2218,https://www.waytostay.com/rome-apartments/,https://www.waytostay.com/rome-apartments/caltagirone-19711/,6,75,2,1,25,€
2219,https://www.waytostay.com/rome-apartments/,https://www.waytostay.com/rome-apartments/carlo-alberto--19712/,4,55,1,2,46,€
2220,https://www.waytostay.com/rome-apartments/,https://www.waytostay.com/rome-apartments/orlando-de-tommaso--19713/,4,60,1,1,45,€
2221,https://www.waytostay.com/rome-apartments/,https://www.waytostay.com/rome-apartments/alessandria-loft-19714/,4,55,2,1,56,€
2222,https://www.waytostay.com/rome-apartments/,https://www.waytostay.com/rome-apartments/aleardi-19715/,4,45,1,1,25,€
2223,https://www.waytostay.com/rome-apartments/,https://www.waytostay.com/rome-apartments/cityplex--19717/,5,70,1,1,43,€
2224,https://www.waytostay.com/rome-apartments/,https://www.waytostay.com/rome-apartments/bergamini--19719/,6,110,3,2,40,€
2225,https://www.waytostay.com/rome-apartments/,https://www.waytostay.com/rome-apartments/porta-ardeatina--19721/,4,60,1,1,34,€
2226,https://www.waytostay.com/rome-apartments/,https://www.waytostay.com/rome-apartments/bruno-buozzi--19722/,4,90,2,1,55,€
2227,https://www.waytostay.com/rome-apartments/,https://www.waytostay.com/rome-apartments/borgo-vittorio--19723/,4,50,1,1,41,€
2228,https://www.waytostay.com/rome-apartments/,https://www.waytostay.com/rome-apartments/piazza-alessandria--19724/,6,95,2,2,32,€
2229,https://www.waytostay.com/rome-apartments/,https://www.waytostay.com/rome-apartments/vicolo-de-cinque-c--19725/,6,100,1,1,42,€
2230,https://www.waytostay.com/rome-apartments/,https://www.waytostay.com/rome-apartments/gessi--19726/,4,65,2,1,50,€
2231,https://www.waytostay.com/rome-apartments/,https://www.waytostay.com/rome-apartments/michele-di-lando-374-19727/,6,110,3,2,30,€
2232,https://www.waytostay.com/rome-apartments/,https://www.waytostay.com/rome-apartments/vicolo-de-cinque-b--19728/,2,40,1,1,93,€
2233,https://www.waytostay.com/rome-apartments/,https://www.waytostay.com/rome-apartments/acqua-donzella-19729/,4,50,1,1,34,€
2234,https://www.waytostay.com/rome-apartments/,https://www.waytostay.com/rome-apartments/piazza-di-spagna-1-19731/,2,50,1,1,113,€
2235,https://www.waytostay.com/rome-apartments/,https://www.waytostay.com/rome-apartments/germanico-loft-19732/,4,85,2,2,52,€
2236,https://www.waytostay.com/rome-apartments/,https://www.waytostay.com/rome-apartments/tirso--19733/,4,45,1,1,37,€
2237,https://www.waytostay.com/rome-apartments/,https://www.waytostay.com/rome-apartments/fornaci-i-19738/,4,60,1,1,45,€
2238,https://www.waytostay.com/rome-apartments/,https://www.waytostay.com/rome-apartments/vicolo-de-cinque-a--19740/,2,45,studio,1,85,€
2239,https://www.waytostay.com/rome-apartments/,https://www.waytostay.com/rome-apartments/piave-di-roma-19741/,2,90,1,1,101,€
2240,https://www.waytostay.com/rome-apartments/,https://www.waytostay.com/rome-apartments/bruno-buozzi-19742/,4,75,2,2,52,€
2241,https://www.waytostay.com/rome-apartments/,https://www.waytostay.com/rome-apartments/lima--19743/,7,140,3,2,47,€
2242,https://www.waytostay.com/rome-apartments/,https://www.waytostay.com/rome-apartments/vittorio-emanuele-ii--19745/,4,80,1,1,29,€
2243,https://www.waytostay.com/rome-apartments/,https://www.waytostay.com/rome-apartments/ombrellari--19746/,4,35,1,1,36,€
2244,https://www.waytostay.com/rome-apartments/,https://www.waytostay.com/rome-apartments/cremona--19748/,4,65,1,1,34,€
2245,https://www.waytostay.com/rome-apartments/,https://www.waytostay.com/rome-apartments/sora--19749/,4,60,1,1,44,€
2246,https://www.waytostay.com/rome-apartments/,https://www.waytostay.com/rome-apartments/mancinelli--19750/,5,85,2,1,27,€
2247,https://www.waytostay.com/rome-apartments/,https://www.waytostay.com/rome-apartments/nerola--19751/,4,110,2,2,61,€
2248,https://www.waytostay.com/rome-apartments/,https://www.waytostay.com/rome-apartments/monterone--19752/,3,45,1,1,64,€
2249,https://www.waytostay.com/rome-apartments/,https://www.waytostay.com/rome-apartments/michele-di-lando-19754/,4,90,2,2,48,€
2250,https://www.waytostay.com/rome-apartments/,https://www.waytostay.com/rome-apartments/merulana-19755/,4,95,1,1,25,€
2251,https://www.waytostay.com/rome-apartments/,https://www.waytostay.com/rome-apartments/marche-19756/,8,90,2,2,27,€
2252,https://www.waytostay.com/rome-apartments/,https://www.waytostay.com/rome-apartments/madonna-dei-monti--19758/,4,60,1,2,72,€
2253,https://www.waytostay.com/rome-apartments/,https://www.waytostay.com/rome-apartments/lattanzio-i-19759/,7,80,3,2,24,€
2254,https://www.waytostay.com/rome-apartments/,https://www.waytostay.com/rome-apartments/lattanzio-ii-19760/,4,45,1,1,38,€
2255,https://www.waytostay.com/rome-apartments/,https://www.waytostay.com/rome-apartments/clodio-19761/,4,70,2,1,57,€
2256,https://www.waytostay.com/rome-apartments/,https://www.waytostay.com/rome-apartments/clodia-19762/,4,60,1,1,45,€
2257,https://www.waytostay.com/rome-apartments/,https://www.waytostay.com/rome-apartments/san-giovanni-in-laterano-19763/,3,35,studio,1,34,€
2258,https://www.waytostay.com/rome-apartments/,https://www.waytostay.com/rome-apartments/san-giovanni-in-laterano-19765/,4,60,1,1,56,€
2259,https://www.waytostay.com/rome-apartments/,https://www.waytostay.com/rome-apartments/donizetti--19766/,3,55,1,1,63,€
2260,https://www.waytostay.com/rome-apartments/,https://www.waytostay.com/rome-apartments/laterani-19769/,6,140,3,2,37,€
2261,https://www.waytostay.com/rome-apartments/,https://www.waytostay.com/rome-apartments/gregoriana-19770/,2,50,studio,1,101,€
2262,https://www.waytostay.com/rome-apartments/,https://www.waytostay.com/rome-apartments/giulietti-19771/,4,70,2,1,36,€
2263,https://www.waytostay.com/rome-apartments/,https://www.waytostay.com/rome-apartments/giulietti-19772/,8,140,3,2,33,€
2264,https://www.waytostay.com/rome-apartments/,https://www.waytostay.com/rome-apartments/giuliani-e-dalmati--19773/,7,95,2,1,26,€
2265,https://www.waytostay.com/rome-apartments/,https://www.waytostay.com/rome-apartments/vittorio-emanuele-19776/,5,85,1,2,44,€
2266,https://www.waytostay.com/rome-apartments/,https://www.waytostay.com/rome-apartments/vantaggio-b--19779/,2,20,studio,1,45,€
2267,https://www.waytostay.com/rome-apartments/,https://www.waytostay.com/rome-apartments/vantaggio-a--19780/,2,28,studio,1,64,€
2268,https://www.waytostay.com/rome-apartments/,https://www.waytostay.com/rome-apartments/umberto-tupini--19781/,2,38,1,1,63,€
2269,https://www.waytostay.com/rome-apartments/,https://www.waytostay.com/rome-apartments/trionfale-19782/,6,100,2,2,30,€
2270,https://www.waytostay.com/rome-apartments/,https://www.waytostay.com/rome-apartments/frattina--19783/,8,100,2,2,40,€
2271,https://www.waytostay.com/rome-apartments/,https://www.waytostay.com/rome-apartments/trieste--19784/,4,75,1,1,45,€
2272,https://www.waytostay.com/rome-apartments/,https://www.waytostay.com/rome-apartments/trastevere--19785/,5,60,2,1,35,€
2273,https://www.waytostay.com/rome-apartments/,https://www.waytostay.com/rome-apartments/fornaci-ii-19786/,6,75,2,2,39,€
